,Timestamp,Voltage (V),Current (A),Power Consumption (kW),Reactive Power (kVAR),Power Factor,Solar Power (kW),Wind Power (kW),Grid Supply (kW),Voltage Fluctuation (%),Temperature (°C),Humidity (%),Electricity Price (USD/kWh),Predicted Load (kW),load_da,load_d2,lag_1,lag_2,lag_3,pct_tmp_chg,pow_cons_chg,roll_mean_load3,roll_std_load3
3,2024-01-04,230.4506873884708,28.1096676627408,6.483036200635213,1.580661321236324,0.9054916383642672,24.628754000961447,16.369280179938382,0.0282279993693929,-0.2272242126594832,26.0251391267664,51.25887157207466,0.3192426717913399,6.495921716452812,6.122498728342806,5.881918267024413,6.09611643367241,6.339774686410972,5.341408896053729,0.029197198085010756,0.06046323097510897,6.310604278845399,0.20149255704103636
4,2024-01-05,230.1313316494744,26.53208412567716,6.102768683646829,1.5260278882584517,0.9020279950172112,23.92556234239604,15.26257968675146,0.0593061568604933,-0.1619232143129699,24.72986935363068,49.90940254354862,0.2963630230938351,6.122498728342806,5.881918267024413,6.631669334586263,6.495921716452812,6.09611643367241,6.339774686410972,-0.049769946159617606,-0.058655775661275,6.238178959489343,0.22360121409188768
5,2024-01-06,229.04673100187037,25.489158959772126,5.830645761179361,1.378256886687231,0.8927594648787393,24.613425970027208,16.825859067241954,0.0,-0.0488498066162751,25.91823585777432,48.55061865434332,0.2863251676744791,5.881918267024413,6.631669334586263,6.6873619232204184,6.122498728342806,6.495921716452812,6.09611643367241,0.04805389333644716,-0.044590076500303444,6.1667795706066775,0.30938754616369296
6,2024-01-07,230.24231588147072,28.811768809604043,6.639381095860801,1.6215602641431612,0.8993560182949635,24.577911661943077,13.867825746965304,0.0305948398304302,0.0281403936436337,26.726994591362864,45.82791077213105,0.2871720602383718,6.631669334586263,6.6873619232204184,5.868464893072896,5.881918267024413,6.122498728342806,6.495921716452812,0.031204235428158977,0.13870424783238033,6.21202877665116,0.38280985879429175
7,2024-01-08,229.8153091120724,29.16109832569406,6.7077935674559095,1.7835301137945228,0.9002117800619399,24.498581342281224,14.35802883716824,0.0,0.2893608599405146,25.936513021796696,53.64888176062024,0.3105954643317075,6.6873619232204184,5.868464893072896,6.526141979255994,6.631669334586263,5.881918267024413,6.122498728342806,-0.029576148820773973,0.010304043495523718,6.400316508277032,0.4498088132835431
8,2024-01-09,230.57051747732424,25.400123029702456,5.859598526049371,1.4983776664339368,0.9054795741167432,24.027566492388654,15.173860432139564,0.0624285256613305,0.0263036215365325,24.253448225742215,52.18718849507843,0.2887066670894576,5.868464893072896,6.526141979255994,7.023919391191741,6.6873619232204184,6.631669334586263,5.881918267024413,-0.06489171441974706,-0.12644918673730687,6.395832050293191,0.4575614767363573
9,2024-01-10,231.0676111713412,28.26880153852191,6.5252609274260065,1.771164641045437,0.9079470024089772,26.582390156120173,14.971905923786917,0.0322939174380885,0.1477512235676874,24.217653282717887,53.00021663091391,0.2976102839853237,6.526141979255994,7.023919391191741,5.8939880973998795,5.868464893072896,6.6873619232204184,6.631669334586263,-0.0014758702635254695,0.1136020494266583,6.360656265183103,0.4338055182541699
10,2024-01-11,230.6644666354714,30.372059643455035,6.993871030591026,1.698632077655023,0.8934996280835584,27.391492442383765,15.22291061085916,0.1009491037058984,-0.4559811380333028,24.604267434084942,47.97220096930176,0.3029969247233901,7.023919391191741,5.8939880973998795,6.430284387621164,6.526141979255994,5.868464893072896,6.6873619232204184,0.015964145941545382,0.0718147685398185,6.47284208784021,0.5795683161840962
11,2024-01-12,230.5037735797459,25.70802648711222,5.923713541076278,1.5678019240166303,0.8887679573085644,27.200935477940632,15.521384241769692,0.0743848099443857,-0.1016963531690649,26.09109811149803,51.3474832625274,0.2815384639452065,5.8939880973998795,6.430284387621164,6.428275415605774,7.023919391191741,6.526141979255994,5.868464893072896,0.060429788507067705,-0.15301361504006927,6.481349822615871,0.5662958018075819
12,2024-01-13,230.19754967144976,28.12557903964,6.465936748850669,1.6390376262463902,0.8957118647026238,24.54324167604244,14.890519240231972,0.0512692994428917,0.062730558031962,25.387266829490173,48.79462152190907,0.2936192165187,6.430284387621164,6.428275415605774,6.485239681198604,5.8939880973998795,7.023919391191741,6.526141979255994,-0.026975916421765667,0.09153433973714309,6.449397292070928,0.5652080674494273
13,2024-01-14,230.2053957857321,27.960347842979814,6.431009064887981,1.5420911910071018,0.9096678178165368,27.22475236258056,15.201970460110394,0.0,-0.1989507762536137,24.51603274560047,49.91473343574304,0.3069485579677951,6.428275415605774,6.485239681198604,5.948429493840966,6.430284387621164,5.8939880973998795,7.023919391191741,-0.03431775817937466,-0.005401797963596966,6.250849300208938,0.30905249965804404
14,2024-01-15,230.25905795480097,28.037775747587755,6.462067626561287,1.6086347362714897,0.8921362536692468,25.349603738696743,13.87355545858474,0.0242944379398614,-0.1562229080452947,23.04848595898433,51.79100448543452,0.3133238614510661,6.485239681198604,5.948429493840966,6.484301628432406,6.428275415605774,6.430284387621164,5.8939880973998795,-0.059860696134838465,0.0048295005278222725,6.447933161475181,0.032324005051120826
