Timestamp,Voltage (V),Current (A),Power Consumption (kW),Reactive Power (kVAR),Power Factor,Solar Power (kW),Wind Power (kW),Grid Supply (kW),Voltage Fluctuation (%),Temperature (°C),Humidity (%),Electricity Price (USD/kWh),Predicted Load (kW),Overload Condition,Transformer Fault
2025-05-26,230.12367912802472,26.533685117411903,6.112368820457696,1.5525413836144681,0.898765126843501,25.20541092719743,14.641372045765012,0.04853849479064412,0.19363241937340311,24.879234120077754,50.75209115724174,0.29892800081306753,6.0860541829815675,0,0
2025-05-27,230.23993330479968,27.7661736040466,6.38891018779086,1.613325821192453,0.8938450851538474,25.686604880324193,13.977853462990373,0.01959668437160008,0.18940523270865328,23.675151661281884,52.512170927790955,0.29987724090998286,6.394221963375865,0,0
2025-05-28,230.4053549371554,27.938715581535117,6.443399247992218,1.6239334033496065,0.9050364565189318,24.51232780331901,15.704708665864231,0.08635232791929516,0.006624853469172169,24.632368881684872,53.58591419266795,0.29033013540809577,6.450058376631873,0,0
2025-05-29,230.1956713365332,30.271677834497343,6.963407167007278,1.7295445778366147,0.9094397886146864,26.801054018603647,14.02312756837339,0.054272877623672,-0.07412881228876489,26.081264840402977,48.88001717763934,0.30165725895751777,6.948482742070676,0,0
2025-05-30,230.16561700621165,25.99107744254499,5.986217135528264,1.5463637352557698,0.9037006873493802,24.506379681686425,13.863530427959168,0.0,0.18255107366954748,25.051085616168994,49.85153880153473,0.2943653143128047,5.991779372238263,0,0
2025-05-31,230.2680101981069,28.531695130628304,6.5756759958829525,1.8517616983231686,0.900119597663939,28.631334970958203,14.334395124955607,0.0001278870607850646,0.3245286675948173,25.30210371649346,51.82343873548297,0.288649662454264,6.536225965802724,0,0
2025-06-01,229.9031691386607,27.368064959771303,6.285921593054113,1.5465439988775331,0.9001020934315144,25.105687204227888,14.230707263204716,0.049989434901011674,-0.09716031694471348,25.050227470197104,48.620927938005195,0.30337606716555715,6.28996327054837,0,0
2025-06-02,229.42142185704313,26.679700075324206,6.122319072058205,1.5665306377381547,0.9007061774944664,24.722420665771,16.057297299595046,0.06880938228699802,-0.2401277439504288,24.733839501986484,47.746748442043895,0.3018065775466031,6.091350848197291,0,0
2025-06-03,230.03529756985634,27.236029261828833,6.261329704241226,1.5804014726755666,0.9039569321609209,24.137610630769,15.58933439092142,0.00750679023168362,0.1913404445204563,24.75458465753827,47.40311345887233,0.3208283259972333,6.266546565889253,0,0
2025-06-04,230.72610052773257,28.221752613010715,6.512868983935523,1.6024808283919394,0.9013929871356048,26.76386730467086,14.991983938573608,0.023167423511388875,-0.11005048820109979,24.124967473506516,49.54063350762085,0.308252912690114,6.528750731756729,0,0
